run,camera,previous_frame,frame,tracker_gap_ms,pts_gap_ms,previous_emit_ms,other_camera_tracker_frames,other_cameras
controlled,e0606b55,2083,2084,275.016558,40.002775,1.679917,33,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 7, ""06e9e5b9"": 7}"
controlled,06e9e5b9,2094,2095,277.017019,40.001575,0.729231,24,"{""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""e0606b55"": 2, ""d1f37ed1"": 0}"
controlled,d1f37ed1,2099,2100,282.806658,40.003681,0.680553,26,"{""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""e0606b55"": 2, ""06e9e5b9"": 2}"
controlled,e0606b55,2131,2132,265.908743,40.000879,0.908991,31,"{""c7e22c1f"": 8, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 4, ""06e9e5b9"": 7}"
controlled,d1f37ed1,2147,2148,276.992671,39.996164,2.270061,25,"{""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""e0606b55"": 2, ""06e9e5b9"": 1}"
controlled,06e9e5b9,2142,2143,283.428603,39.998702,1.121374,26,"{""c7e22c1f"": 8, ""b1269e28"": 7, ""1ac2ffac"": 8, ""e0606b55"": 2, ""d1f37ed1"": 1}"
controlled,e0606b55,2177,2178,259.512179,39.996494,0.7727,28,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 3, ""06e9e5b9"": 6}"
controlled,d1f37ed1,2195,2196,282.317254,39.99166,0.609716,25,"{""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""e0606b55"": 2, ""06e9e5b9"": 1}"
controlled,06e9e5b9,2190,2191,283.255443,39.987739,0.913381,25,"{""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""e0606b55"": 2, ""d1f37ed1"": 1}"
controlled,e0606b55,2225,2226,268.7657,39.995792,0.622985,33,"{""c7e22c1f"": 8, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 6, ""06e9e5b9"": 7}"
controlled,06e9e5b9,2238,2239,279.84726,40.001581,1.995508,27,"{""c7e22c1f"": 8, ""b1269e28"": 7, ""1ac2ffac"": 8, ""e0606b55"": 3, ""d1f37ed1"": 1}"
controlled,d1f37ed1,2243,2244,276.057889,40.00177,1.384618,26,"{""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""e0606b55"": 3, ""06e9e5b9"": 1}"
controlled,e0606b55,2273,2274,271.966394,39.999575,0.67421,32,"{""c7e22c1f"": 6, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 7, ""06e9e5b9"": 7}"
controlled,d1f37ed1,2291,2292,271.483944,39.995582,1.164656,23,"{""c7e22c1f"": 6, ""b1269e28"": 7, ""1ac2ffac"": 8, ""e0606b55"": 2, ""06e9e5b9"": 0}"
controlled,06e9e5b9,2286,2287,274.982771,40.007273,0.91784,25,"{""c7e22c1f"": 6, ""b1269e28"": 7, ""1ac2ffac"": 8, ""e0606b55"": 2, ""d1f37ed1"": 2}"
upload,e0606b55,3,4,393.332352,438.47064,,0,{}
upload,e0606b55,24,25,277.261521,40.0,0.757121,14,"{""c7e22c1f"": 7, ""b1269e28"": 3, ""1ac2ffac"": 4}"
upload,e0606b55,70,71,284.64476,40.005668,0.830545,34,"{""c7e22c1f"": 8, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 7, ""06e9e5b9"": 7}"
upload,06e9e5b9,47,48,280.300828,40.0,0.819448,25,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 0}"
upload,d1f37ed1,47,48,283.094405,40.0,0.704532,27,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 2}"
upload,e0606b55,115,116,291.620075,39.996723,0.944673,30,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 6, ""06e9e5b9"": 5}"
upload,d1f37ed1,94,95,282.756288,39.993469,0.761308,25,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,06e9e5b9,92,93,278.612055,40.005615,1.339794,25,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 6, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,e0606b55,162,163,282.839747,39.993406,0.966775,31,"{""c7e22c1f"": 8, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 4, ""06e9e5b9"": 7}"
upload,06e9e5b9,140,141,282.648989,40.008342,0.872061,25,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,d1f37ed1,139,140,284.835741,39.999737,1.099502,25,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,e0606b55,210,211,284.968665,40.004057,1.165313,30,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 6, ""06e9e5b9"": 5}"
upload,d1f37ed1,186,187,280.038126,39.990779,0.888775,25,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,06e9e5b9,186,187,280.296003,39.984494,0.820882,25,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,e0606b55,257,258,280.726613,39.993774,0.871899,22,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 1, ""06e9e5b9"": 2}"
upload,06e9e5b9,229,230,282.255018,39.994086,0.735253,24,"{""e0606b55"": 2, ""c7e22c1f"": 6, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,d1f37ed1,230,231,284.69306,39.992269,0.768938,26,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,e0606b55,305,306,295.013352,40.001532,0.537066,30,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 4, ""06e9e5b9"": 7}"
upload,d1f37ed1,275,276,274.683218,39.996814,0.752256,26,"{""e0606b55"": 2, ""c7e22c1f"": 8, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,06e9e5b9,277,278,273.871526,39.995982,0.858433,26,"{""e0606b55"": 2, ""c7e22c1f"": 8, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,e0606b55,353,354,286.328059,39.998579,0.944531,28,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 4, ""06e9e5b9"": 5}"
upload,06e9e5b9,323,324,276.854195,40.002119,0.927587,24,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 0}"
upload,d1f37ed1,323,324,279.68481,39.993845,0.589359,26,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 2}"
upload,e0606b55,401,402,265.050071,40.000491,0.933689,30,"{""c7e22c1f"": 6, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 5, ""06e9e5b9"": 7}"
upload,06e9e5b9,371,372,277.37316,40.00509,0.562572,23,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 6, ""1ac2ffac"": 8, ""d1f37ed1"": 0}"
upload,d1f37ed1,371,372,280.677859,40.002986,0.624883,25,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 6, ""1ac2ffac"": 8, ""06e9e5b9"": 2}"
upload,e0606b55,449,450,276.620724,39.999911,0.756389,28,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 6, ""d1f37ed1"": 5, ""06e9e5b9"": 5}"
upload,d1f37ed1,417,418,277.940487,39.997163,0.523202,23,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 7, ""06e9e5b9"": 0}"
upload,06e9e5b9,417,418,285.212723,40.012314,0.903019,27,"{""e0606b55"": 3, ""c7e22c1f"": 8, ""b1269e28"": 7, ""1ac2ffac"": 7, ""d1f37ed1"": 2}"
upload,e0606b55,495,496,286.137799,39.998664,1.118833,32,"{""c7e22c1f"": 8, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 7, ""06e9e5b9"": 5}"
upload,d1f37ed1,465,466,270.899276,40.002869,0.991722,24,"{""e0606b55"": 2, ""c7e22c1f"": 6, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,06e9e5b9,463,464,261.520904,40.001866,0.948559,25,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 6, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,e0606b55,540,541,283.881746,39.999293,0.828871,32,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 6, ""06e9e5b9"": 7}"
upload,06e9e5b9,511,512,283.70228,39.99681,0.747607,23,"{""e0606b55"": 2, ""c7e22c1f"": 6, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 0}"
upload,d1f37ed1,512,513,287.710264,40.011652,0.981509,26,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 2}"
upload,e0606b55,588,589,290.717953,40.001658,0.712781,32,"{""c7e22c1f"": 8, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 5, ""06e9e5b9"": 7}"
upload,d1f37ed1,558,559,273.591779,39.999305,0.475094,25,"{""e0606b55"": 3, ""c7e22c1f"": 6, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,06e9e5b9,559,560,276.354081,39.996793,1.115996,25,"{""e0606b55"": 3, ""c7e22c1f"": 6, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,e0606b55,633,634,277.571695,39.994948,1.411539,32,"{""c7e22c1f"": 6, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 7, ""06e9e5b9"": 7}"
upload,d1f37ed1,606,607,270.479393,40.00626,0.827253,23,"{""e0606b55"": 2, ""c7e22c1f"": 6, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 0}"
upload,06e9e5b9,607,608,281.171302,40.003326,0.991803,27,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 2}"
upload,e0606b55,681,682,274.339164,39.995932,0.646955,30,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 4, ""06e9e5b9"": 7}"
upload,d1f37ed1,653,654,281.56112,40.004932,1.172578,25,"{""e0606b55"": 3, ""c7e22c1f"": 6, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,06e9e5b9,655,656,281.257488,40.001312,1.036163,25,"{""e0606b55"": 3, ""c7e22c1f"": 6, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,e0606b55,728,729,280.463983,40.004173,0.950163,27,"{""c7e22c1f"": 6, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 5, ""06e9e5b9"": 4}"
upload,d1f37ed1,699,700,280.897785,40.001906,1.790268,26,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,06e9e5b9,700,701,280.456901,40.002552,1.18185,26,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,e0606b55,776,777,280.862444,40.002491,1.0221,30,"{""c7e22c1f"": 6, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 5, ""06e9e5b9"": 7}"
upload,d1f37ed1,745,746,278.638623,39.990227,0.537432,24,"{""e0606b55"": 3, ""c7e22c1f"": 6, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 0}"
upload,06e9e5b9,748,749,283.414904,39.987026,0.694479,27,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 2}"
upload,e0606b55,824,825,285.536371,40.003347,1.172707,34,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 8, ""d1f37ed1"": 7, ""06e9e5b9"": 7}"
upload,d1f37ed1,793,794,276.939072,39.99044,0.879133,24,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 7, ""06e9e5b9"": 1}"
upload,06e9e5b9,796,797,282.636106,39.990207,0.893332,27,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 8, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,e0606b55,871,872,284.497527,39.995898,1.63134,32,"{""c7e22c1f"": 8, ""b1269e28"": 5, ""1ac2ffac"": 8, ""d1f37ed1"": 7, ""06e9e5b9"": 4}"
upload,d1f37ed1,841,842,272.635832,39.99504,0.510013,23,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 6, ""1ac2ffac"": 8, ""06e9e5b9"": 0}"
upload,06e9e5b9,841,842,277.369759,40.006204,0.939035,25,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 6, ""1ac2ffac"": 8, ""d1f37ed1"": 2}"
upload,e0606b55,917,918,291.015771,40.00201,0.943427,31,"{""c7e22c1f"": 8, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 4, ""06e9e5b9"": 7}"
upload,06e9e5b9,889,890,272.280167,40.005157,0.691011,22,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 6, ""1ac2ffac"": 7, ""d1f37ed1"": 0}"
upload,d1f37ed1,886,887,287.950834,39.995642,1.223272,27,"{""e0606b55"": 3, ""c7e22c1f"": 8, ""b1269e28"": 6, ""1ac2ffac"": 8, ""06e9e5b9"": 2}"
upload,e0606b55,965,966,281.821553,39.99511,1.244717,32,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 7, ""06e9e5b9"": 6}"
upload,d1f37ed1,934,935,276.215405,40.014511,1.319919,25,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,06e9e5b9,936,937,272.801264,40.00192,0.820554,24,"{""e0606b55"": 2, ""c7e22c1f"": 6, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,1ac2ffac,1015,1016,232.926739,34.574788,0.509522,4,"{""e0606b55"": 1, ""c7e22c1f"": 0, ""b1269e28"": 1, ""d1f37ed1"": 1, ""06e9e5b9"": 1}"
upload,06e9e5b9,947,948,215.799318,40.001757,0.787285,2,"{""e0606b55"": 0, ""c7e22c1f"": 0, ""b1269e28"": 1, ""1ac2ffac"": 1, ""d1f37ed1"": 0}"
upload,d1f37ed1,945,946,221.168135,40.013284,1.316196,5,"{""e0606b55"": 1, ""c7e22c1f"": 0, ""b1269e28"": 1, ""1ac2ffac"": 1, ""06e9e5b9"": 2}"
upload,e0606b55,978,979,219.763131,40.005299,1.464022,5,"{""c7e22c1f"": 0, ""b1269e28"": 1, ""1ac2ffac"": 1, ""d1f37ed1"": 1, ""06e9e5b9"": 2}"
upload,b1269e28,813,814,218.238603,40.993614,0.866809,6,"{""e0606b55"": 1, ""c7e22c1f"": 0, ""1ac2ffac"": 2, ""d1f37ed1"": 1, ""06e9e5b9"": 2}"
upload,c7e22c1f,1028,1029,240.675648,40.005647,0.53561,12,"{""e0606b55"": 2, ""b1269e28"": 2, ""1ac2ffac"": 3, ""d1f37ed1"": 2, ""06e9e5b9"": 3}"
upload,e0606b55,1012,1013,280.776087,40.011728,1.162877,33,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 7, ""06e9e5b9"": 7}"
upload,d1f37ed1,982,983,268.4235,40.013921,0.847504,25,"{""e0606b55"": 3, ""c7e22c1f"": 6, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,06e9e5b9,984,985,271.35843,40.002454,1.123146,26,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,e0606b55,1058,1059,277.17234,40.001481,1.646307,33,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 7, ""06e9e5b9"": 7}"
upload,d1f37ed1,1030,1031,282.41855,39.995842,0.955914,25,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 6, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,06e9e5b9,1032,1033,278.203926,39.999274,2.429816,25,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 6, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,e0606b55,1105,1106,275.301298,40.001333,1.004657,30,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 4, ""06e9e5b9"": 7}"
upload,d1f37ed1,1078,1079,272.54136,39.998427,1.157467,23,"{""e0606b55"": 2, ""c7e22c1f"": 6, ""b1269e28"": 7, ""1ac2ffac"": 7, ""06e9e5b9"": 1}"
upload,06e9e5b9,1080,1081,277.850567,40.005386,0.998229,26,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,e0606b55,1153,1154,273.184451,40.001435,1.063184,33,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 7, ""06e9e5b9"": 7}"
upload,06e9e5b9,1128,1129,281.191425,40.00358,0.928092,27,"{""e0606b55"": 3, ""c7e22c1f"": 8, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,d1f37ed1,1126,1127,290.306934,40.010596,0.729277,27,"{""e0606b55"": 3, ""c7e22c1f"": 8, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,e0606b55,1198,1199,284.110274,39.998967,0.770383,33,"{""c7e22c1f"": 8, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 6, ""06e9e5b9"": 7}"
upload,06e9e5b9,1176,1177,279.132724,39.995801,0.987716,23,"{""e0606b55"": 2, ""c7e22c1f"": 6, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 0}"
upload,d1f37ed1,1173,1174,283.005211,39.993836,0.668408,25,"{""e0606b55"": 2, ""c7e22c1f"": 6, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 2}"
upload,e0606b55,1246,1247,273.085682,40.001572,,26,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 1, ""06e9e5b9"": 6}"
upload,d1f37ed1,1220,1221,276.397505,40.009276,,24,"{""e0606b55"": 2, ""c7e22c1f"": 6, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,06e9e5b9,1224,1225,286.646156,40.01113,,25,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,e0606b55,1294,1295,270.17699,39.999034,0.961571,26,"{""c7e22c1f"": 6, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 1, ""06e9e5b9"": 7}"
upload,d1f37ed1,1265,1266,284.469335,40.010744,1.072605,25,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 0}"
upload,06e9e5b9,1272,1273,289.003442,39.999678,0.972032,27,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 2}"
upload,e0606b55,1342,1343,268.406443,40.002542,0.711256,30,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 4, ""06e9e5b9"": 7}"
upload,06e9e5b9,1320,1321,271.509713,40.00054,1.131052,23,"{""e0606b55"": 2, ""c7e22c1f"": 6, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 0}"
upload,d1f37ed1,1313,1314,280.216022,39.996319,0.9762,26,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 2}"
upload,e0606b55,1390,1391,276.343351,40.00105,0.903716,33,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 7, ""06e9e5b9"": 7}"
upload,06e9e5b9,1368,1369,280.202774,39.985234,1.242271,26,"{""e0606b55"": 2, ""c7e22c1f"": 8, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,d1f37ed1,1361,1362,280.321505,39.990606,1.03007,26,"{""e0606b55"": 2, ""c7e22c1f"": 8, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,e0606b55,1438,1439,280.054394,39.999256,1.13888,34,"{""c7e22c1f"": 8, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 7, ""06e9e5b9"": 7}"
upload,d1f37ed1,1409,1410,288.409219,39.988974,1.028221,26,"{""e0606b55"": 2, ""c7e22c1f"": 8, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,06e9e5b9,1416,1417,288.645316,39.993767,0.851627,26,"{""e0606b55"": 2, ""c7e22c1f"": 8, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,e0606b55,1486,1487,283.931352,40.002874,0.8856,30,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 4, ""06e9e5b9"": 7}"
upload,d1f37ed1,1457,1458,279.885229,39.995682,0.829284,26,"{""e0606b55"": 2, ""c7e22c1f"": 8, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,06e9e5b9,1464,1465,291.005511,39.999774,1.000103,27,"{""e0606b55"": 3, ""c7e22c1f"": 8, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,e0606b55,1534,1535,276.747963,40.002445,0.713304,33,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 7, ""06e9e5b9"": 7}"
upload,06e9e5b9,1512,1513,258.870908,40.005648,0.605818,23,"{""e0606b55"": 2, ""c7e22c1f"": 6, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 0}"
upload,d1f37ed1,1505,1506,267.636932,40.001471,0.897849,27,"{""e0606b55"": 2, ""c7e22c1f"": 8, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 2}"
upload,e0606b55,1581,1582,273.37662,40.000289,1.34661,34,"{""c7e22c1f"": 8, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 7, ""06e9e5b9"": 7}"
upload,d1f37ed1,1553,1554,272.004664,39.996097,0.89541,24,"{""e0606b55"": 2, ""c7e22c1f"": 6, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,06e9e5b9,1560,1561,272.963256,39.992615,0.993672,25,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,e0606b55,1629,1630,269.915086,39.999413,1.027288,30,"{""c7e22c1f"": 6, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 7, ""06e9e5b9"": 5}"
upload,06e9e5b9,1606,1607,270.287396,40.004978,2.02026,23,"{""e0606b55"": 2, ""c7e22c1f"": 6, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 0}"
upload,d1f37ed1,1601,1602,279.614981,39.99643,0.70172,26,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 2}"
upload,e0606b55,1677,1678,285.556493,39.997773,1.19886,27,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 5, ""06e9e5b9"": 3}"
upload,06e9e5b9,1650,1651,279.761857,40.000246,0.949467,25,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,d1f37ed1,1647,1648,285.662192,40.003398,0.950843,26,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,e0606b55,1725,1726,279.613202,40.000156,1.088246,33,"{""c7e22c1f"": 8, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 7, ""06e9e5b9"": 6}"
upload,d1f37ed1,1695,1696,265.207301,40.009976,0.548412,24,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 0}"
upload,06e9e5b9,1697,1698,281.524824,39.998816,1.002782,27,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 2}"
upload,e0606b55,1773,1774,280.098477,40.000646,0.93785,33,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 7, ""06e9e5b9"": 7}"
upload,d1f37ed1,1743,1744,278.260036,39.996003,0.520087,24,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 0}"
upload,06e9e5b9,1745,1746,284.795157,39.999942,0.823501,26,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 2}"
upload,e0606b55,1821,1822,282.255701,40.003238,3.595806,32,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 6, ""06e9e5b9"": 7}"
upload,06e9e5b9,1793,1794,279.281709,40.001547,1.018838,24,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 6, ""1ac2ffac"": 8, ""d1f37ed1"": 0}"
upload,d1f37ed1,1790,1791,282.674757,40.004332,0.711713,26,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 6, ""1ac2ffac"": 8, ""06e9e5b9"": 2}"
