pid,camera,camera_name,frame,epoch_ms,tracker_objects,warmup,t0_ns,submitted,replaced,dropped_stale,rgba_ns,targets,label_prompts,worker,decoder_objects,masks,tracker_to_rgba_ms,copy_start_ns,copy_end_ns,enqueued_ns,t1_ns,copy_wall_ms,queue_wait_ms,t0_t1_ms,segment_start_ns,segment_end_ns,segment_wall_ms,encoder_host_ms,encoder_cuda_ms,decoder_host_ms,decoder_cuda_ms,memory_encode_host_ms,memory_encode_cuda_ms,descriptor_host_ms,descriptor_cuda_ms,identity_verify_host_ms,identity_verify_cuda_ms,binary_postprocess_host_ms,binary_postprocess_cuda_ms,reference_encode_host_ms,reference_encode_cuda_ms,polygon_postprocess_host_ms,t2_last_ns,t1_t2_last_ms
1545,e0606b55,Cam hướng ra cửa,0,1790073012557.656,0,True,638649570735731,False,False,False,638649572781421,,,,,,2.04569,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,e0606b55,Cam hướng ra cửa,1,1790073012560.084,0,True,638649573164034,False,False,False,638649573547871,,,,,,0.383837,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,e0606b55,Cam hướng ra cửa,2,1790073012560.688,3,True,638649573767800,False,False,False,638649574010903,,,,,,0.243103,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,e0606b55,Cam hướng ra cửa,3,1790073012561.503,3,True,638649574583261,True,False,True,638649574751844,,,,,,0.168583,638649941355505,638649962495553,638649962520657,638649962789301,21.140048,0.268644,388.20604,,,,,,,,,,,,,,,,,,,,
1545,e0606b55,Cam hướng ra cửa,4,1790073012954.835,3,True,638649967915613,False,False,False,638649968212952,,,,,,0.297339,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,c7e22c1f,Cam mới,0,1790073012959.146,0,True,638649972226559,False,False,False,638649972404729,,,,,,0.17817,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,c7e22c1f,Cam mới,1,1790073012990.459,0,True,638650003539574,False,False,False,638650003761377,,,,,,0.221803,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,e0606b55,Cam hướng ra cửa,5,1790073012991.547,3,True,638650004627539,True,False,False,638650004767641,3,0,0,3,1,0.140102,638650004933100,638650005501313,638650005514724,638650005679643,0.568213,0.164919,1.052104,638650005731930,638650666508247,660.776317,253.668885,259.25676822662354,102.838838,103.00377655029297,14.756008999999999,14.786751747131348,4.882993,5.1063361167907715,35.546411,35.1590411067009,3.82125,3.8317118883132935,246.04714099999998,246.22768115997314,1.372478,638650414712766,409.033123
1545,c7e22c1f,Cam mới,2,1790073013040.057,3,True,638650053137461,False,False,False,638650054274070,,,,,,1.136609,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,e0606b55,Cam hướng ra cửa,6,1790073013041.577,3,True,638650054657565,True,True,False,638650055091064,,,,,,0.433499,638650055199867,638650055525507,638650055533553,,0.32564,,,,,,,,,,,,,,,,,,,,,,
1545,c7e22c1f,Cam mới,3,1790073013070.116,3,True,638650083196611,True,False,False,638650083409355,3,0,1,3,0,0.212744,638650083597971,638650086281215,638650086300578,638650086442521,2.683244,0.141943,3.24591,638650086533572,638650431318077,344.784505,197.599852,197.59901428222656,94.904793,94.93801307678223,,,1.557871,1.6023040413856506,34.690940999999995,34.48873567581177,3.7915110000000003,3.8398719429969788,,,,638650428324307,341.881786
1545,e0606b55,Cam hướng ra cửa,7,1790073013076.539,3,True,638650089619340,True,True,False,638650089934570,,,,,,0.31523,638650090150547,638650090915470,638650090940021,,0.764923,,,,,,,,,,,,,,,,,,,,,,
1545,c7e22c1f,Cam mới,4,1790073013110.014,3,True,638650123093968,True,True,False,638650123333482,,,,,,0.239514,638650123552881,638650126567633,638650126584896,,3.014752,,,,,,,,,,,,,,,,,,,,,,
1545,e0606b55,Cam hướng ra cửa,8,1790073013116.516,3,True,638650129596459,True,True,False,638650129953452,,,,,,0.356993,638650130143293,638650130778194,638650130799295,,0.634901,,,,,,,,,,,,,,,,,,,,,,
1545,e0606b55,Cam hướng ra cửa,9,1790073013147.526,3,True,638650160605829,True,True,False,638650161304909,,,,,,0.69908,638650161482367,638650161812565,638650161829701,,0.330198,,,,,,,,,,,,,,,,,,,,,,
1545,c7e22c1f,Cam mới,5,1790073013150.492,3,True,638650163572744,True,True,False,638650163782499,,,,,,0.209755,638650163949081,638650164260702,638650164278038,,0.311621,,,,,,,,,,,,,,,,,,,,,,
1545,c7e22c1f,Cam mới,6,1790073013190.048,3,True,638650203128130,True,True,False,638650203330737,,,,,,0.202607,638650203511852,638650203785368,638650203803938,,0.273516,,,,,,,,,,,,,,,,,,,,,,
1545,e0606b55,Cam hướng ra cửa,10,1790073013196.809,3,True,638650209889061,True,True,False,638650210103186,,,,,,0.214125,638650210277590,638650210539185,638650210555958,,0.261595,,,,,,,,,,,,,,,,,,,,,,
1545,c7e22c1f,Cam mới,7,1790073013230.074,3,True,638650243153975,True,True,False,638650243470305,,,,,,0.31633,638650243640243,638650243953422,638650243969436,,0.313179,,,,,,,,,,,,,,,,,,,,,,
1545,e0606b55,Cam hướng ra cửa,11,1790073013239.112,3,True,638650252192016,True,True,False,638650252412324,,,,,,0.220308,638650252578807,638650252904874,638650252920748,,0.326067,,,,,,,,,,,,,,,,,,,,,,
1545,c7e22c1f,Cam mới,8,1790073013262.006,3,True,638650275086438,True,True,False,638650275273231,,,,,,0.186793,638650275438504,638650275690753,638650275706775,,0.252249,,,,,,,,,,,,,,,,,,,,,,
1545,e0606b55,Cam hướng ra cửa,12,1790073013269.657,3,True,638650282736947,True,True,False,638650283055690,,,,,,0.318743,638650283211851,638650283445264,638650283460268,,0.233413,,,,,,,,,,,,,,,,,,,,,,
1545,e0606b55,Cam hướng ra cửa,13,1790073013310.323,3,True,638650323403111,True,True,False,638650323669732,,,,,,0.266621,638650323964013,638650324554803,638650324574024,,0.59079,,,,,,,,,,,,,,,,,,,,,,
1545,c7e22c1f,Cam mới,9,1790073013312.887,3,True,638650325967142,True,True,False,638650326183142,,,,,,0.216,638650326333281,638650326543317,638650326561056,,0.210036,,,,,,,,,,,,,,,,,,,,,,
1545,c7e22c1f,Cam mới,10,1790073013342.086,3,True,638650355166596,False,False,False,638650355507794,,,,,,0.341198,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,e0606b55,Cam hướng ra cửa,14,1790073013351.048,3,True,638650364128661,True,True,False,638650364460775,,,,,,0.332114,638650364661058,638650365169884,638650365190082,,0.508826,,,,,,,,,,,,,,,,,,,,,,
1545,e0606b55,Cam hướng ra cửa,15,1790073013391.357,3,True,638650404437393,True,True,False,638650404653388,,,,,,0.215995,638650404822328,638650405257889,638650405273195,,0.435561,,,,,,,,,,,,,,,,,,,,,,
1545,c7e22c1f,Cam mới,11,1790073013393.332,3,True,638650406411709,True,False,False,638650406620943,3,0,1,3,0,0.209234,638650406772108,638650407111144,638650407126824,638650431375934,0.339036,24.24911,24.964225,638650431428390,638650570114350,138.68596,5.949056,6.171775817871094,106.069715,106.0469741821289,,,5.315797,4.636607885360718,13.74218,12.513696134090424,3.984195,4.04640007019043,,,,638650568080197,136.704263
1545,c7e22c1f,Cam mới,12,1790073013426.797,3,True,638650439877005,True,True,False,638650440383550,,,,,,0.506545,638650440612362,638650441094155,638650441105363,,0.481793,,,,,,,,,,,,,,,,,,,,,,
1545,e0606b55,Cam hướng ra cửa,16,1790073013446.694,2,True,638650459773966,True,True,False,638650460597083,,,,,,0.823117,638650460737170,638650461119315,638650461137070,,0.382145,,,,,,,,,,,,,,,,,,,,,,
1545,c7e22c1f,Cam mới,13,1790073013464.767,3,True,638650477847662,True,True,False,638650478397528,,,,,,0.549866,638650478568043,638650478954137,638650478972451,,0.386094,,,,,,,,,,,,,,,,,,,,,,
1545,e0606b55,Cam hướng ra cửa,17,1790073013473.148,2,True,638650486228751,False,False,False,638650486547573,,,,,,0.318822,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,c7e22c1f,Cam mới,14,1790073013504.983,3,True,638650518063549,True,True,False,638650518237213,,,,,,0.173664,638650518396244,638650519022677,638650519039833,,0.626433,,,,,,,,,,,,,,,,,,,,,,
1545,e0606b55,Cam hướng ra cửa,18,1790073013515.807,2,True,638650528886857,True,True,False,638650529359615,,,,,,0.472758,638650529528278,638650529894920,638650529915862,,0.366642,,,,,,,,,,,,,,,,,,,,,,
1545,c7e22c1f,Cam mới,15,1790073013548.654,3,True,638650561734433,True,False,False,638650561947481,3,0,1,0,0,0.213048,638650562146635,638650562581311,638650562598801,638650570159989,0.434676,7.561188,8.425556,638650570196127,638650576607579,6.411452,5.926279,8.172703742980957,,,,,,,,,,,,,,,
1545,e0606b55,Cam hướng ra cửa,19,1790073013555.768,2,True,638650568847787,True,True,False,638650569042298,,,,,,0.194511,638650569185775,638650569453343,638650569471094,,0.267568,,,,,,,,,,,,,,,,,,,,,,
1545,c7e22c1f,Cam mới,16,1790073013609.385,3,True,638650622465066,True,False,False,638650622897678,3,0,1,0,0,0.432612,638650623142953,638650623970557,638650623985513,638650624191439,0.827604,0.205926,1.726373,638650624337657,638650631713817,7.37616,5.650666,7.697824001312256,,,,,,,,,,,,,,,
1545,e0606b55,Cam hướng ra cửa,20,1790073013611.589,2,True,638650624669572,True,False,False,638650624910500,2,0,0,2,1,0.240928,638650625009092,638650625264981,638650625275189,638650666564491,0.255889,41.289302,41.894919,638650666594772,638650744633571,78.038799,3.631466,5.909535884857178,64.330326,62.70019340515137,1.19115,1.1972160339355469,1.357196,1.25040003657341,2.859056,2.9306560754776,1.749358,1.842560052871704,,,1.165562,638650739848935,73.284444
1545,e0606b55,Cam hướng ra cửa,21,1790073013612.346,2,True,638650625426374,False,False,False,638650625987449,,,,,,0.561075,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,e0606b55,Cam hướng ra cửa,22,1790073013613.056,2,True,638650626135948,False,False,False,638650626345153,,,,,,0.209205,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,e0606b55,Cam hướng ra cửa,23,1790073013613.793,3,True,638650626873528,False,False,False,638650627061411,,,,,,0.187883,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,c7e22c1f,Cam mới,17,1790073013622.212,3,True,638650635292358,False,False,False,638650635523622,,,,,,0.231264,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,c7e22c1f,Cam mới,18,1790073013679.768,3,True,638650692847768,True,False,False,638650693246894,3,0,1,3,0,0.399126,638650693427691,638650694709953,638650694721885,638650694862281,1.282262,0.140396,2.014513,638650694942173,638650734190799,39.248626,4.465926,6.72214412689209,25.321914,23.537983417510986,,,1.344135,1.7462719976902008,2.694067,2.446720004081726,1.766296,1.65065598487854,,,,638650732176572,37.314291
1545,e0606b55,Cam hướng ra cửa,24,1790073013682.192,2,True,638650695272131,True,False,False,638650695421362,2,0,0,1,1,0.149231,638650695527787,638650695789403,638650695799950,638650744698343,0.261616,48.898393,49.426212,638650744734270,638650792984500,48.25023,31.386665,33.90204620361328,12.044728,9.717056274414062,1.483927,1.480064034461975,0.334812,0.4317759871482849,0.979177,0.9481279850006104,0.401728,0.47702398896217346,,,0.795326,638650788677854,43.979511
1545,c7e22c1f,Cam mới,19,1790073013701.154,3,True,638650714234193,False,False,False,638650714483550,,,,,,0.249357,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,c7e22c1f,Cam mới,20,1790073013756.829,3,True,638650769909019,True,False,False,638650771201581,3,0,1,0,0,1.292562,638650771316251,638650771599060,638650771605899,638650771693108,0.282809,0.087209,1.784089,638650771752410,638650778025839,6.273429,5.571571,9.68057632446289,,,,,,,,,,,,,,,
1545,c7e22c1f,Cam mới,21,1790073013783.542,3,True,638650796622644,False,False,False,638650796811549,,,,,,0.188905,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,b1269e28,Cam 4,0,1790073013825.728,0,True,638650838807917,True,False,False,638650839122744,4,4,0,4,4,0.314827,638650839191983,638650839593138,638650839610528,638650839792783,0.401155,0.182255,0.984866,638650839885774,638651236791125,396.905351,99.956915,117.10259246826172,73.76968099999999,73.44201469421387,30.399703,32.19913578033447,2.291201,2.453632026910782,4.199133,3.886400043964386,2.600568,2.5183679461479187,285.360047,285.07814598083496,4.4967,638651231258603,391.46582
1545,1ac2ffac,Cam Dahua Ch2 Fixed,0,1790073013837.361,0,True,638650850441605,True,False,False,638650850727357,1,1,1,1,0,0.285752,638650850790272,638650851094106,638650851109392,638650851239235,0.303834,0.129843,0.79763,638650851332888,638651009558948,158.22606,21.172988,31.541536331176758,32.132663,32.19446563720703,28.008974,28.184992790222168,,,,,0.272555,0.13683199882507324,116.591308,112.62393569946289,,638651009097775,157.85854
1545,c7e22c1f,Cam mới,22,1790073013838.621,3,True,638650851701459,True,True,False,638650852165165,,,,,,0.463706,638650852310218,638650852579576,638650852590361,,0.269358,,,,,,,,,,,,,,,,,,,,,,
1545,b1269e28,Cam 4,1,1790073013860.453,0,True,638650873533199,False,False,False,638650873798970,,,,,,0.265771,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,1ac2ffac,Cam Dahua Ch2 Fixed,1,1790073013862.844,0,True,638650875923722,False,False,False,638650876137499,,,,,,0.213777,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,c7e22c1f,Cam mới,23,1790073013864.928,3,True,638650878008740,False,False,False,638650878240219,,,,,,0.231479,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,1ac2ffac,Cam Dahua Ch2 Fixed,2,1790073013901.094,1,True,638650914173622,False,False,False,638650914820489,,,,,,0.646867,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,c7e22c1f,Cam mới,24,1790073013920.78,3,True,638650933860447,True,True,False,638650934070506,,,,,,0.210059,638650934236699,638650934541476,638650934558750,,0.304777,,,,,,,,,,,,,,,,,,,,,,
1545,b1269e28,Cam 4,2,1790073013930.421,4,True,638650943500852,False,False,False,638650943697300,,,,,,0.196448,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,1ac2ffac,Cam Dahua Ch2 Fixed,3,1790073013941.133,0,True,638650954212711,False,False,False,638650954480099,,,,,,0.267388,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,c7e22c1f,Cam mới,25,1790073013958.367,3,True,638650971447046,True,False,False,638650971723911,3,0,1,3,0,0.276865,638650971890777,638650972345994,638650972364078,638651009593271,0.455217,37.229193,38.146225,638651009626156,638651094867986,85.24183,6.202478,7.817471981048584,62.497215000000004,62.26009464263916,,,5.391035,5.728928089141846,4.657498,4.535231947898865,2.887131,2.5951040387153625,,,,638651092666074,83.072803
1545,e0606b55,Cam hướng ra cửa,25,1790073013959.453,2,True,638650972533652,True,True,False,638650974576149,,,,,,2.042497,638650974702936,638650974921832,638650974932627,,0.218896,,,,,,,,,,,,,,,,,,,,,,
1545,b1269e28,Cam 4,3,1790073013970.696,4,True,638650983776405,True,True,False,638650983984283,,,,,,0.207878,638650984187106,638650984511677,638650984521338,,0.324571,,,,,,,,,,,,,,,,,,,,,,
1545,1ac2ffac,Cam Dahua Ch2 Fixed,4,1790073013985.008,1,True,638650998088094,True,False,False,638650998310818,1,0,1,1,0,0.222724,638650998436447,638650999403112,638650999414002,638651094905920,0.966665,95.491918,96.817826,638651094951595,638651137424644,42.473049,22.491382,27.651487350463867,17.67676,12.668800354003906,,,0.357934,0.35791999101638794,0.598387,0.5985919833183289,0.390149,0.38944000005722046,,,,638651135977109,41.071189
1545,c7e22c1f,Cam mới,26,1790073013986.95,3,True,638651000030492,False,False,False,638651000263714,,,,,,0.233222,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,e0606b55,Cam hướng ra cửa,26,1790073013995.187,2,True,638651008267527,True,True,False,638651008440599,,,,,,0.173072,638651008539627,638651008947569,638651008959317,,0.407942,,,,,,,,,,,,,,,,,,,,,,
1545,b1269e28,Cam 4,4,1790073014009.193,4,True,638651022273664,True,True,False,638651022499257,,,,,,0.225593,638651022710256,638651023114863,638651023133191,,0.404607,,,,,,,,,,,,,,,,,,,,,,
1545,1ac2ffac,Cam Dahua Ch2 Fixed,5,1790073014029.375,0,True,638651042455604,False,False,False,638651042673909,,,,,,0.218305,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,c7e22c1f,Cam mới,27,1790073014029.906,3,True,638651042985768,True,True,False,638651043134992,,,,,,0.149224,638651043287952,638651044829465,638651044843455,,1.541513,,,,,,,,,,,,,,,,,,,,,,
1545,d1f37ed1,Cam hik 1,0,1790073014038.668,0,True,638651051748514,True,True,False,638651051923177,,,,,,0.174663,638651051978479,638651052294735,638651052310144,,0.316256,,,,,,,,,,,,,,,,,,,,,,
1545,e0606b55,Cam hướng ra cửa,27,1790073014039.479,2,True,638651052558753,True,True,False,638651052794704,,,,,,0.235951,638651052915663,638651053280012,638651053297748,,0.364349,,,,,,,,,,,,,,,,,,,,,,
1545,06e9e5b9,Cam góc rộng toàn sân,0,1790073014046.37,0,True,638651059449771,True,True,False,638651059969174,,,,,,0.519403,638651060037501,638651060696989,638651060711627,,0.659488,,,,,,,,,,,,,,,,,,,,,,
1545,b1269e28,Cam 4,5,1790073014048.973,4,True,638651062053731,True,True,False,638651062547404,,,,,,0.493673,638651062744130,638651063320417,638651063343547,,0.576287,,,,,,,,,,,,,,,,,,,,,,
1545,1ac2ffac,Cam Dahua Ch2 Fixed,6,1790073014061.072,0,True,638651074151676,False,False,False,638651074600897,,,,,,0.449221,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,e0606b55,Cam hướng ra cửa,28,1790073014066.27,2,True,638651079349651,False,False,False,638651079717033,,,,,,0.367382,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,c7e22c1f,Cam mới,28,1790073014067.303,3,True,638651080382889,True,True,False,638651080584692,,,,,,0.201803,638651080735508,638651081359038,638651081379157,,0.62353,,,,,,,,,,,,,,,,,,,,,,
1545,d1f37ed1,Cam hik 1,1,1790073014068.978,0,True,638651082058512,True,True,False,638651082233626,,,,,,0.175114,638651082283998,638651082644181,638651082662666,,0.360183,,,,,,,,,,,,,,,,,,,,,,
1545,06e9e5b9,Cam góc rộng toàn sân,1,1790073014071.839,0,True,638651084918963,False,False,False,638651085057899,,,,,,0.138936,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,1ac2ffac,Cam Dahua Ch2 Fixed,7,1790073014099.769,0,True,638651112848999,False,False,False,638651113108202,,,,,,0.259203,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,c7e22c1f,Cam mới,29,1790073014112.531,3,True,638651125611102,True,False,False,638651125805940,3,0,1,0,0,0.194838,638651125927467,638651126234985,638651126246193,638651137461653,0.307518,11.21546,11.850551,638651137496000,638651147368092,9.872092,9.13152,9.401151657104492,,,,,,,,,,,,,,,
1545,d1f37ed1,Cam hik 1,2,1790073014113.979,1,True,638651127059812,True,False,False,638651127199251,1,1,1,1,0,0.139439,638651127268925,638651127497405,638651127507584,638651147462645,0.22848,19.955061,20.402833,638651147580608,638651206300787,58.720179,12.901617,19.32697582244873,20.312113,20.168991088867188,6.370002,6.744607925415039,,,,,0.188566,0.10803200304508209,29.264625,29.02422332763672,,638651206062680,58.600035
1545,06e9e5b9,Cam góc rộng toàn sân,2,1790073014115.184,3,True,638651128264512,True,True,False,638651128373971,,,,,,0.109459,638651128450624,638651128636416,638651128646285,,0.185792,,,,,,,,,,,,,,,,,,,,,,
1545,e0606b55,Cam hướng ra cửa,29,1790073014116.54,2,True,638651129619736,True,True,False,638651129794932,,,,,,0.175196,638651129861092,638651130083884,638651130092261,,0.222792,,,,,,,,,,,,,,,,,,,,,,
1545,b1269e28,Cam 4,6,1790073014137.134,4,True,638651150214586,True,True,False,638651150451368,,,,,,0.236782,638651150570618,638651150992277,638651151006387,,0.421659,,,,,,,,,,,,,,,,,,,,,,
1545,1ac2ffac,Cam Dahua Ch2 Fixed,8,1790073014145.06,0,True,638651158139702,False,False,False,638651158513805,,,,,,0.374103,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,c7e22c1f,Cam mới,30,1790073014162.781,3,True,638651175861387,True,True,False,638651176110612,,,,,,0.249225,638651176285543,638651176879281,638651176891748,,0.593738,,,,,,,,,,,,,,,,,,,,,,
1545,e0606b55,Cam hướng ra cửa,30,1790073014165.006,2,True,638651178086256,True,False,False,638651178297827,2,0,0,2,1,0.211571,638651178427686,638651178653709,638651178671695,638651236848236,0.226023,58.176541,58.76198,638651236881777,638651283179697,46.29792,6.855238,7.177728176116943,27.22743,27.2640323638916,3.32774,3.6734719276428223,1.824748,1.8103039860725403,2.5806690000000003,2.5784640312194824,1.345631,1.410048007965088,,,1.180167,638651275267758,38.419522
1545,d1f37ed1,Cam hik 1,3,1790073014166.195,1,True,638651179275628,True,True,False,638651179465171,,,,,,0.189543,638651179564591,638651179887395,638651179900235,,0.322804,,,,,,,,,,,,,,,,,,,,,,
1545,06e9e5b9,Cam góc rộng toàn sân,3,1790073014167.911,3,True,638651180991414,True,False,False,638651181235238,6,3,1,4,3,0.243824,638651181394642,638651182247557,638651182270618,638651206338794,0.852915,24.068176,25.34738,638651206408947,638651457144605,250.735658,44.478614,49.02345609664917,67.628314,67.99350452423096,27.344364,26.757216215133667,4.095706,4.113855957984924,8.071574,7.989952087402344,3.187168,2.8688639998435974,142.873446,142.54172897338867,2.429544,638651452378842,246.040048
1545,b1269e28,Cam 4,7,1790073014170.073,4,True,638651183153275,True,True,False,638651183347046,,,,,,0.193771,638651183516671,638651183750069,638651183767023,,0.233398,,,,,,,,,,,,,,,,,,,,,,
1545,1ac2ffac,Cam Dahua Ch2 Fixed,9,1790073014187.559,0,True,638651200639281,False,False,False,638651201332884,,,,,,0.693603,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,c7e22c1f,Cam mới,31,1790073014190.418,3,True,638651203498362,False,False,False,638651203638083,,,,,,0.139721,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,e0606b55,Cam hướng ra cửa,31,1790073014191.678,3,True,638651204757901,False,False,False,638651204878374,,,,,,0.120473,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,d1f37ed1,Cam hik 1,4,1790073014193.428,1,True,638651206508171,False,False,False,638651206656601,,,,,,0.14843,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,06e9e5b9,Cam góc rộng toàn sân,4,1790073014195.492,3,True,638651208571859,False,False,False,638651209119908,,,,,,0.548049,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,b1269e28,Cam 4,8,1790073014201.558,4,True,638651214638449,True,True,False,638651215284734,,,,,,0.646285,638651215468212,638651215929978,638651215948061,,0.461766,,,,,,,,,,,,,,,,,,,,,,
1545,1ac2ffac,Cam Dahua Ch2 Fixed,10,1790073014220.301,0,True,638651233381031,False,False,False,638651233542470,,,,,,0.161439,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,e0606b55,Cam hướng ra cửa,32,1790073014232.888,3,True,638651245967825,True,True,False,638651246136301,,,,,,0.168476,638651246245883,638651246481645,638651246488220,,0.235762,,,,,,,,,,,,,,,,,,,,,,
1545,c7e22c1f,Cam mới,32,1790073014234.135,3,True,638651247215354,True,True,False,638651247336647,,,,,,0.121293,638651247423592,638651247748777,638651247757578,,0.325185,,,,,,,,,,,,,,,,,,,,,,
1545,d1f37ed1,Cam hik 1,5,1790073014235.892,1,True,638651248972225,True,True,False,638651249113228,,,,,,0.141003,638651249178236,638651249394739,638651249403786,,0.216503,,,,,,,,,,,,,,,,,,,,,,
1545,06e9e5b9,Cam góc rộng toàn sân,5,1790073014237.833,3,True,638651250912696,True,True,False,638651251031876,,,,,,0.11918,638651251121251,638651251290622,638651251295277,,0.169371,,,,,,,,,,,,,,,,,,,,,,
1545,b1269e28,Cam 4,9,1790073014239.258,4,True,638651252337710,True,False,False,638651252442898,8,4,0,6,4,0.105188,638651252531136,638651252674372,638651252682862,638651283276379,0.143236,30.593517,30.938669,638651283343960,638651402045246,118.701286,4.8179,7.606143951416016,84.843849,82.33715105056763,8.675728,9.253472208976746,3.898774,4.27731192111969,5.367102,5.172160029411316,3.114875,2.95523202419281,,,3.972986,638651399619687,116.343308
1545,1ac2ffac,Cam Dahua Ch2 Fixed,11,1790073014261.025,0,True,638651274105567,False,False,False,638651274391162,,,,,,0.285595,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,c7e22c1f,Cam mới,33,1790073014262.375,3,True,638651275455773,False,False,False,638651275633110,,,,,,0.177337,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,d1f37ed1,Cam hik 1,6,1790073014274.311,1,True,638651287391100,True,True,False,638651287702113,,,,,,0.311013,638651287887566,638651288493374,638651288512345,,0.605808,,,,,,,,,,,,,,,,,,,,,,
1545,e0606b55,Cam hướng ra cửa,33,1790073014280.272,3,True,638651293352567,True,True,False,638651293709925,,,,,,0.357358,638651293873611,638651294134841,638651294151964,,0.26123,,,,,,,,,,,,,,,,,,,,,,
1545,06e9e5b9,Cam góc rộng toàn sân,6,1790073014281.876,3,True,638651294955985,True,True,False,638651295120676,,,,,,0.164691,638651295246475,638651295440358,638651295455958,,0.193883,,,,,,,,,,,,,,,,,,,,,,
1545,1ac2ffac,Cam Dahua Ch2 Fixed,12,1790073014298.833,0,True,638651311913435,False,False,False,638651312154858,,,,,,0.241423,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,06e9e5b9,Cam góc rộng toàn sân,7,1790073014311.438,3,True,638651324518203,False,False,False,638651324872868,,,,,,0.354665,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,c7e22c1f,Cam mới,34,1790073014313.087,3,True,638651326167338,True,True,False,638651326307979,,,,,,0.140641,638651326400617,638651326623181,638651326632603,,0.222564,,,,,,,,,,,,,,,,,,,,,,
1545,e0606b55,Cam hướng ra cửa,34,1790073014315.718,3,True,638651328797984,True,True,False,638651328962794,,,,,,0.16481,638651329057971,638651329264871,638651329274700,,0.2069,,,,,,,,,,,,,,,,,,,,,,
1545,d1f37ed1,Cam hik 1,7,1790073014319.712,1,True,638651332792693,True,True,False,638651332967117,,,,,,0.174424,638651333057622,638651333590257,638651333599914,,0.532635,,,,,,,,,,,,,,,,,,,,,,
1545,b1269e28,Cam 4,10,1790073014332.043,4,True,638651345123051,True,True,False,638651345328043,,,,,,0.204992,638651345523550,638651345885663,638651345896578,,0.362113,,,,,,,,,,,,,,,,,,,,,,
1545,c7e22c1f,Cam mới,35,1790073014349.956,3,True,638651363035924,True,True,False,638651363476595,,,,,,0.440671,638651363673579,638651364017330,638651364034811,,0.343751,,,,,,,,,,,,,,,,,,,,,,
1545,1ac2ffac,Cam Dahua Ch2 Fixed,13,1790073014352.855,0,True,638651365935441,False,False,False,638651366121742,,,,,,0.186301,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,d1f37ed1,Cam hik 1,8,1790073014354.474,1,True,638651367554118,True,True,False,638651367736050,,,,,,0.181932,638651367838644,638651368324998,638651368340732,,0.486354,,,,,,,,,,,,,,,,,,,,,,
1545,06e9e5b9,Cam góc rộng toàn sân,8,1790073014355.74,3,True,638651368819716,True,True,False,638651368954886,,,,,,0.13517,638651369090460,638651369294006,638651369306669,,0.203546,,,,,,,,,,,,,,,,,,,,,,
1545,e0606b55,Cam hướng ra cửa,35,1790073014357.99,3,True,638651371069673,True,False,False,638651371215434,3,0,0,2,1,0.145761,638651371308561,638651371542520,638651371552179,638651402155159,0.233959,30.60298,31.085486,638651402232529,638651445731922,43.499393,10.127468,10.405376434326172,22.977603000000002,22.518367767333984,1.651179,1.6424959897994995,1.047468,1.1875520050525665,1.7577470000000002,1.354047954082489,2.4876489999999998,2.6337920427322388,,,1.387183,638651440900205,38.745046
