timestamp_epoch,timestamp_iso,gpu_used_mib,gpu_free_mib,gpu_util_percent,gpu_temp_c,gpu_power_w,deepstream_vram_mib,deepstream_pids,uptime_minutes
1790142679.97,2026-09-23T05:51:19Z,3115.0,12728.0,92.0,71.0,163.42,2206.0,"72,12095",253.19
1790142740.01,2026-09-23T05:52:20Z,3114.0,12728.0,95.0,72.0,165.53,2206.0,"72,12095",254.19
1790142800.06,2026-09-23T05:53:20Z,3114.0,12728.0,93.0,71.0,164.35,2206.0,"72,12095",255.19
1790142860.1,2026-09-23T05:54:20Z,3114.0,12728.0,93.0,73.0,169.19,2206.0,"72,12095",256.19
1790142920.14,2026-09-23T05:55:20Z,3115.0,12727.0,94.0,71.0,162.46,2206.0,"72,12095",257.19
1790142980.19,2026-09-23T05:56:20Z,3115.0,12727.0,96.0,73.0,160.2,2206.0,"72,12095",258.19
1790143040.23,2026-09-23T05:57:20Z,3115.0,12728.0,96.0,73.0,159.46,2206.0,"72,12095",259.19
1790143100.27,2026-09-23T05:58:20Z,3114.0,12728.0,96.0,70.0,158.83,2206.0,"72,12095",260.19
1790143160.32,2026-09-23T05:59:20Z,3115.0,12727.0,92.0,72.0,159.56,2206.0,"72,12095",261.19
1790143220.36,2026-09-23T06:00:20Z,3119.0,12723.0,87.0,72.0,152.16,2206.0,"72,12095",262.19
1790143280.4,2026-09-23T06:01:20Z,3114.0,12728.0,90.0,73.0,153.13,2206.0,"72,12095",263.19
1790143340.45,2026-09-23T06:02:20Z,3115.0,12728.0,94.0,71.0,152.39,2206.0,"72,12095",264.2
1790143400.49,2026-09-23T06:03:20Z,3115.0,12727.0,97.0,73.0,146.63,2206.0,"72,12095",265.2
1790143460.53,2026-09-23T06:04:20Z,3115.0,12727.0,93.0,73.0,151.33,2206.0,"72,12095",266.2
1790143520.57,2026-09-23T06:05:20Z,3115.0,12727.0,96.0,71.0,154.24,2206.0,"72,12095",267.2
1790143580.61,2026-09-23T06:06:20Z,3115.0,12727.0,86.0,66.0,150.92,2206.0,"72,12095",268.2
1790143640.66,2026-09-23T06:07:20Z,3115.0,12727.0,75.0,65.0,152.66,2206.0,"72,12095",269.2
1790143700.7,2026-09-23T06:08:20Z,3115.0,12728.0,67.0,66.0,150.44,2206.0,"72,12095",270.2
1790143760.74,2026-09-23T06:09:20Z,3114.0,12728.0,69.0,66.0,152.85,2206.0,"72,12095",271.2
1790143820.79,2026-09-23T06:10:20Z,3128.0,12714.0,74.0,67.0,153.68,2206.0,"72,12095",272.2
1790143880.83,2026-09-23T06:11:20Z,3128.0,12715.0,72.0,67.0,149.93,2206.0,"72,12095",273.2
1790143940.88,2026-09-23T06:12:20Z,3128.0,12714.0,41.0,68.0,145.56,2206.0,"72,12095",274.2
1790144000.92,2026-09-23T06:13:20Z,3124.0,12718.0,72.0,68.0,153.31,2206.0,"72,12095",275.2
1790144060.96,2026-09-23T06:14:20Z,3138.0,12705.0,72.0,69.0,151.64,2206.0,"72,12095",276.2
1790144121.01,2026-09-23T06:15:21Z,3137.0,12706.0,62.0,68.0,148.75,2206.0,"72,12095",277.2
1790144181.05,2026-09-23T06:16:21Z,3137.0,12705.0,63.0,69.0,146.5,2206.0,"72,12095",278.21
1790144241.09,2026-09-23T06:17:21Z,3137.0,12706.0,66.0,69.0,151.7,2206.0,"72,12095",279.21
1790144301.14,2026-09-23T06:18:21Z,3137.0,12705.0,79.0,67.0,148.3,2206.0,"72,12095",280.21
1790144361.18,2026-09-23T06:19:21Z,3137.0,12705.0,96.0,72.0,149.56,2206.0,"72,12095",281.21
1790144421.23,2026-09-23T06:20:21Z,3129.0,12714.0,93.0,71.0,157.87,2206.0,"72,12095",282.21
1790144481.27,2026-09-23T06:21:21Z,3125.0,12718.0,95.0,71.0,150.32,2206.0,"72,12095",283.21
1790144541.32,2026-09-23T06:22:21Z,3124.0,12718.0,90.0,71.0,150.6,2206.0,"72,12095",284.21
1790144601.36,2026-09-23T06:23:21Z,3125.0,12718.0,92.0,71.0,152.71,2206.0,"72,12095",285.21
1790144661.4,2026-09-23T06:24:21Z,3124.0,12718.0,92.0,73.0,158.78,2206.0,"72,12095",286.21
1790144721.45,2026-09-23T06:25:21Z,3129.0,12713.0,92.0,71.0,152.72,2206.0,"72,12095",287.21
1790144781.49,2026-09-23T06:26:21Z,3124.0,12718.0,94.0,72.0,152.5,2206.0,"72,12095",288.21
1790144841.53,2026-09-23T06:27:21Z,3124.0,12718.0,92.0,71.0,157.74,2206.0,"72,12095",289.21
1790144901.58,2026-09-23T06:28:21Z,3124.0,12718.0,95.0,72.0,158.36,2206.0,"72,12095",290.21
1790144961.62,2026-09-23T06:29:21Z,3124.0,12718.0,94.0,72.0,161.89,2206.0,"72,12095",291.21
1790145021.66,2026-09-23T06:30:21Z,3124.0,12718.0,94.0,71.0,163.13,2206.0,"72,12095",292.22
1790145081.7,2026-09-23T06:31:21Z,3292.0,12551.0,91.0,70.0,154.28,2206.0,"72,12095",293.22
1790145141.74,2026-09-23T06:32:21Z,3292.0,12551.0,99.0,71.0,161.1,2206.0,"72,12095",294.22
1790145201.79,2026-09-23T06:33:21Z,3292.0,12551.0,99.0,71.0,157.0,2206.0,"72,12095",295.22
1790145261.83,2026-09-23T06:34:21Z,3267.0,12575.0,98.0,71.0,156.97,2206.0,"72,12095",296.22
1790145321.87,2026-09-23T06:35:21Z,3267.0,12575.0,97.0,70.0,157.87,2206.0,"72,12095",297.22
1790145381.91,2026-09-23T06:36:21Z,3225.0,12617.0,97.0,71.0,160.28,2206.0,"72,12095",298.22
1790145441.96,2026-09-23T06:37:21Z,3227.0,12615.0,91.0,70.0,157.56,2206.0,"72,12095",299.22
1790145502.0,2026-09-23T06:38:21Z,3247.0,12596.0,95.0,69.0,155.85,2206.0,"72,12095",300.22
1790145562.04,2026-09-23T06:39:22Z,3218.0,12624.0,90.0,68.0,151.86,2206.0,"72,12095",301.22
1790145622.09,2026-09-23T06:40:22Z,3214.0,12628.0,94.0,69.0,153.16,2206.0,"72,12095",302.22
1790145682.13,2026-09-23T06:41:22Z,3202.0,12640.0,97.0,69.0,159.35,2206.0,"72,12095",303.22
1790145742.16,2026-09-23T06:42:22Z,3202.0,12641.0,93.0,69.0,159.07,2206.0,"72,12095",304.22
1790145802.2,2026-09-23T06:43:22Z,3285.0,12557.0,95.0,70.0,147.03,2206.0,"72,12095",305.22
1790145862.25,2026-09-23T06:44:22Z,3345.0,12497.0,89.0,70.0,148.55,2206.0,"72,12095",306.23
1790145922.29,2026-09-23T06:45:22Z,3296.0,12546.0,86.0,66.0,151.24,2206.0,"72,12095",307.23
1790145982.34,2026-09-23T06:46:22Z,3268.0,12575.0,91.0,69.0,154.78,2206.0,"72,12095",308.23
1790146042.38,2026-09-23T06:47:22Z,3244.0,12598.0,88.0,69.0,147.15,2206.0,"72,12095",309.23
1790146102.42,2026-09-23T06:48:22Z,3284.0,12559.0,99.0,68.0,147.55,2206.0,"72,12095",310.23
1790146162.46,2026-09-23T06:49:22Z,3354.0,12488.0,93.0,68.0,151.37,2206.0,"72,12095",311.23
1790146222.5,2026-09-23T06:50:22Z,3342.0,12500.0,94.0,68.0,144.99,2206.0,"72,12095",312.23
1790146282.55,2026-09-23T06:51:22Z,3252.0,12590.0,83.0,68.0,144.25,2206.0,"72,12095",313.23
1790146342.58,2026-09-23T06:52:22Z,3256.0,12586.0,85.0,70.0,143.82,2206.0,"72,12095",314.23
1790146402.63,2026-09-23T06:53:22Z,3279.0,12563.0,89.0,69.0,136.63,2206.0,"72,12095",315.23
1790146462.67,2026-09-23T06:54:22Z,3211.0,12632.0,80.0,69.0,143.44,2206.0,"72,12095",316.23
1790146522.71,2026-09-23T06:55:22Z,3167.0,12676.0,92.0,68.0,142.42,2206.0,"72,12095",317.23
1790146582.76,2026-09-23T06:56:22Z,3154.0,12689.0,87.0,68.0,144.51,2206.0,"72,12095",318.23
1790146642.8,2026-09-23T06:57:22Z,3149.0,12694.0,94.0,70.0,149.22,2206.0,"72,12095",319.23
1790146702.84,2026-09-23T06:58:22Z,3142.0,12700.0,88.0,71.0,147.44,2206.0,"72,12095",320.24
1790146762.88,2026-09-23T06:59:22Z,3204.0,12638.0,90.0,71.0,145.49,2206.0,"72,12095",321.24
1790146822.93,2026-09-23T07:00:22Z,3246.0,12597.0,89.0,69.0,146.7,2206.0,"72,12095",322.24
1790146882.97,2026-09-23T07:01:22Z,3288.0,12554.0,92.0,70.0,144.04,2206.0,"72,12095",323.24
